sentence_id|words|labels
1212|was|O
1212|an|O
1212|American|O
1212|publication|B-MESSAGE-TOPIC
1212|that|O
1212|commented|O
1212|on|O
1212|controversial|B-MESSAGE-TOPIC
1212|topics|I-MESSAGE-TOPIC
1213|This|O
1213|is|O
1213|how|O
1213|a|O
1213|politician|B-INSTRUMENT-AGENCY
1213|uses|O
1213|tourism|B-INSTRUMENT-AGENCY
1213|as|O
1213|an|O
1213|instrument|O
1213|for|O
1213|power|O
1214|In|O
1214|the|O
1214|hold|B-COMPONENT-WHOLE
1214|of|O
1214|the|O
1214|American|O
1214|ship|B-COMPONENT-WHOLE
1214|I|O
1214|was|O
1214|feeling|O
1214|very|O
1214|queasy|O
1215|The|O
1215|meeting|B-ENTITY-DESTINATION
1215|was|O
1215|postponed|O
1215|to|O
1215|a|O
1215|later|B-ENTITY-DESTINATION
1215|date|I-ENTITY-DESTINATION
1216|The|O
1216|envelope|B-CONTENT-CONTAINER
1216|contained|O
1216|a|O
1216|DVD|B-CONTENT-CONTAINER
1216|of|O
1216|her|O
1216|mother|O
1217|Nearly|O
1217|all|O
1217|sensory|O
1217|information|B-ENTITY-ORIGIN
1217|except|O
1217|the|O
1217|sense|O
1217|of|O
1217|smell|O
1217|arrives|O
1217|here|O
1217|from|O
1217|the|O
1217|primary|O
1217|sensory|O
1217|neurons|B-ENTITY-ORIGIN
1217|before|O
1217|being|O
1217|sent|O
1217|to|O
1217|the|O
1217|cortex|O
1218|Almost|O
1218|all|O
1218|of|O
1218|today|O
1218|'s|O
1218|automobiles|B-COMPONENT-WHOLE
1218|have|O
1218|painted|O
1218|plastic|O
1218|bumpers|B-COMPONENT-WHOLE
1218|because|O
1218|they|O
1218|are|O
1218|easily|O
1218|damaged|O
1218|during|O
1218|parking|O
1218|maneuvers|O
1219|The|O
1219|resulting|O
1219|conflict|B-CAUSE-EFFECT
1219|caused|O
1219|the|O
1219|destruction|B-CAUSE-EFFECT
1219|of|O
1219|the|O
1219|town|O
1219|and|O
1219|The|O
1219|Conqueror|O
1219|Wisecrack|O
1219|Jackdaw|O
1219|and|O
1219|most|O
1219|of|O
1219|the|O
1219|citizens|O
1219|of|O
1219|the|O
1219|town|O
1219|were|O
1219|transported|O
1219|to|O
1219|a|O
1219|demon-dimension|O
1220|They|O
1220|discovered|O
1220|a|O
1220|good|O
1220|bit|O
1220|of|O
1220|published|O
1220|literature|O
1220|about|O
1220|modification|B-OTHER
1220|of|O
1220|yeast|O
1220|with|O
1220|resveratrol-related|O
1220|genes|B-OTHER
1221|As|O
1221|the|O
1221|right|O
1221|front|O
1221|wheel|O
1221|of|O
1221|Senna|O
1221|'s|O
1221|car|O
1221|hit|O
1221|the|O
1221|wall|O
1221|the|O
1221|violent|O
1221|impact|B-CAUSE-EFFECT
1221|caused|O
1221|a|O
1221|torsion|B-CAUSE-EFFECT
1221|on|O
1221|the|O
1221|steering|O
1221|column|O
1221|causing|O
1221|it|O
1221|to|O
1221|break|O
1222|Magnetic|O
1222|field|B-COMPONENT-WHOLE
1222|is|O
1222|made|O
1222|of|O
1222|photons|B-COMPONENT-WHOLE
1223|The|O
1223|above|O
1223|exceptions|O
1223|fully|O
1223|resolved|O
1223|the|O
1223|evaluation|O
1223|of|O
1223|a|O
1223|photograph|B-OTHER
1223|by|O
1223|a|O
1223|court|B-OTHER
1223|as|O
1223|a|O
1223|result|O
1223|of|O
1223|the|O
1223|claim|O
1224|A|O
1224|few|O
1224|bare-bodied|O
1224|young|O
1224|lads|O
1224|were|O
1224|standing|O
1224|on|O
1224|the|O
1224|rod|O
1224|of|O
1224|the|O
1224|tram|B-COMPONENT-WHOLE
1224|'s|O
1224|wheel|B-COMPONENT-WHOLE
1224|hanging|O
1224|on|O
1224|to|O
1224|the|O
1224|windows|O
1224|with|O
1224|one|O
1224|hand|O
1225|There|O
1225|are|O
1225|allegations|B-MESSAGE-TOPIC
1225|that|O
1225|the|O
1225|massacre|B-MESSAGE-TOPIC
1225|was|O
1225|organized|O
1226|Scientists|O
1226|have|O
1226|successfully|O
1226|tested|O
1226|a|O
1226|system|B-OTHER
1226|that|O
1226|translates|O
1226|brain|O
1226|waves|O
1226|into|O
1226|speech|B-OTHER
1227|The|O
1227|entire|O
1227|colony|B-MEMBER-COLLECTION
1227|of|O
1227|nesting|O
1227|pairs|B-MEMBER-COLLECTION
1227|of|O
1227|Cassin|O
1227|'s|O
1227|auklets|O
1227|on|O
1227|California|O
1227|'s|O
1227|Farallones|O
1227|Islands|O
1227|for|O
1227|example|O
1227|abandoned|O
1227|their|O
1227|nests|O
1227|most|O
1227|likely|O
1227|because|O
1227|of|O
1227|shortages|O
1227|of|O
1227|krill|O
1227|their|O
1227|main|O
1227|food|O
1228|The|O
1228|company|B-OTHER
1228|has|O
1228|assembled|O
1228|five|O
1228|independent|O
1228|food|O
1228|safety|O
1228|experts|B-OTHER
1228|to|O
1228|serve|O
1228|on|O
1228|its|O
1228|newly|O
1228|formed|O
1228|Food|O
1228|Safety|O
1228|Advisory|O
1228|Council|O
1229|The|O
1229|weather|B-CAUSE-EFFECT
1229|resulted|O
1229|in|O
1229|several|O
1229|deaths|O
1229|and|O
1229|hundreds|O
1229|of|O
1229|accidents|B-CAUSE-EFFECT
1230|In|O
1230|the|O
1230|Western|O
1230|Province|O
1230|the|O
1230|starch|B-CONTENT-CONTAINER
1230|is|O
1230|stored|O
1230|in|O
1230|woven|O
1230|palm|O
1230|leaf|O
1230|bundles|B-CONTENT-CONTAINER
1231|My|O
1231|new|O
1231|boss|B-ENTITY-DESTINATION
1231|moved|O
1231|into|O
1231|his|O
1231|office|B-ENTITY-DESTINATION
1231|yesterday|O
1232|Orange|B-ENTITY-ORIGIN
1232|juice|B-ENTITY-ORIGIN
1232|is|O
1232|a|O
1232|popular|O
1232|breakfast|O
1232|beverage|O
1232|made|O
1232|from|O
1232|the|O
1232|extraction|O
1232|squeezing|O
1232|of|O
1232|liquid|O
1232|from|O
1232|fresh|O
1232|oranges|O
1233|Vegetable|B-ENTITY-ORIGIN
1233|oil|B-ENTITY-ORIGIN
1233|as|O
1233|fuel|O
1233|is|O
1233|a|O
1233|cleaner|O
1233|safer|O
1233|and|O
1233|less|O
1233|expensive|O
1233|alternative|O
1233|to|O
1233|petroleum|O
1233|based|O
1233|fuel|O
1234|A|O
1234|multi-purpose|O
1234|electrician|B-INSTRUMENT-AGENCY
1234|pliers|O
1234|tool|O
1234|is|O
1234|crucial|O
1234|for|O
1234|severing|O
1234|any|O
1234|gauge|O
1234|wire|B-INSTRUMENT-AGENCY
1234|with|O
1234|which|O
1234|the|O
1234|electrician|B-INSTRUMENT-AGENCY
1234|is|O
1234|working|O
1235|The|O
1235|fun|B-OTHER
1235|run|I-OTHER
1235|starts|O
1235|at|O
1235|noon|B-OTHER
1236|Once|O
1236|a|O
1236|major|O
1236|center|O
1236|of|O
1236|opium|O
1236|poppy|B-PRODUCT-PRODUCER
1236|production|O
1236|in|O
1236|Afghanistan|O
1236|the|O
1236|province|B-PRODUCT-PRODUCER
1236|'s|O
1236|production|O
1236|of|O
1236|poppy|B-PRODUCT-PRODUCER
1236|had|O
1236|decreased|O
1236|by|O
1236|up|O
1236|to|O
1236|95|O
1236|%|O
1236|in|O
1236|2005|O
1237|The|O
1237|clock|B-COMPONENT-WHOLE
1237|has|O
1237|one|O
1237|brass|O
1237|bar|B-COMPONENT-WHOLE
1237|attached|O
1237|to|O
1237|a|O
1237|chain|O
1237|on|O
1237|each|O
1237|side|O
1237|of|O
1237|the|O
1237|pendulum|O
1238|The|O
1238|site|O
1238|welcomed|O
1238|to|O
1238|the|O
1238|premier|O
1238|industrial|O
1238|grinding|B-OTHER
1238|wheels|B-OTHER
1238|resource|O
1239|A|O
1239|single|O
1239|silver|O
1239|coin|B-ENTITY-ORIGIN
1239|collected|O
1239|from|O
1239|a|O
1239|Salvation|O
1239|Army|O
1239|red|O
1239|kettle|B-ENTITY-ORIGIN
1239|near|O
1239|Berlin|O
1239|was|O
1239|n't|O
1239|just|O
1239|another|O
1239|drop|O
1239|in|O
1239|the|O
1239|bucket|O
1240|One|O
1240|of|O
1240|the|O
1240|robberes|O
1240|opened|O
1240|a|O
1240|red|O
1240|bag|O
1240|and|O
1240|took|O
1240|all|O
1240|the|O
1240|money|B-CONTENT-CONTAINER
1240|that|O
1240|was|O
1240|in|O
1240|the|O
1240|desk|B-CONTENT-CONTAINER
1240|and|O
1240|drawers|O
1240|ordered|O
1240|the|O
1240|workers|O
1240|to|O
1240|lie|O
1240|down|O
1240|on|O
1240|the|O
1240|floor|O
1240|and|O
1240|took|O
1240|a|O
1240|substantial|O
1240|amount|O
1240|of|O
1240|money|B-CONTENT-CONTAINER
1240|with|O
1240|them|O
1241|The|O
1241|taxi|B-ENTITY-DESTINATION
1241|was|O
1241|dropped|O
1241|into|O
1241|the|O
1241|river|B-ENTITY-DESTINATION
1241|killing|O
1241|all|O
1241|passengers|O
1242|In|O
1242|his|O
1242|latest|O
1242|book|O
1242|he|O
1242|chronicles|O
1242|in|O
1242|great|O
1242|detail|O
1242|and|O
1242|with|O
1242|first-hand|O
1242|knowledge|O
1242|the|O
1242|factory|B-PRODUCT-PRODUCER
1242|'s|O
1242|output|O
1242|of|O
1242|diesel|O
1242|and|O
1242|diesel|O
1242|electric|O
1242|locomotives|B-PRODUCT-PRODUCER
1243|A|O
1243|Japanese|O
1243|ferry|B-ENTITY-DESTINATION
1243|ran|O
1243|into|O
1243|a|O
1243|whale|B-ENTITY-DESTINATION
1244|Sixty|O
1244|five|O
1244|million|O
1244|years|O
1244|ago|O
1244|an|O
1244|asteroid|B-CAUSE-EFFECT
1244|caused|O
1244|the|O
1244|extinction|B-CAUSE-EFFECT
1244|of|O
1244|the|O
1244|dinosaurs|O
1245|Since|O
1245|this|O
1245|afternoon|O
1245|the|O
1245|models|B-OTHER
1245|have|O
1245|come|O
1245|into|O
1245|somewhat|O
1245|better|O
1245|agreement|B-OTHER
1246|Amtrak|O
1246|expects|O
1246|a|O
1246|normal|O
1246|rush|O
1246|hour|O
1246|after|O
1246|a|O
1246|fatal|O
1246|accident|B-CAUSE-EFFECT
1246|near|O
1246|Baltimore|O
1246|caused|O
1246|delays|B-CAUSE-EFFECT
1246|along|O
1246|the|O
1246|Northeast|O
1246|corridor|O
1247|As|O
1247|we|O
1247|saw|O
1247|earlier|O
1247|helicobacter|B-CAUSE-EFFECT
1247|is|O
1247|responsible|O
1247|for|O
1247|causing|O
1247|stomach|O
1247|ulcer|B-CAUSE-EFFECT
1248|Over|O
1248|90|O
1248|%|O
1248|of|O
1248|the|O
1248|cases|O
1248|of|O
1248|ringworm|B-CAUSE-EFFECT
1248|of|O
1248|the|O
1248|scalp|O
1248|are|O
1248|caused|O
1248|by|O
1248|Trichophyton|O
1248|tonsurans|O
1248|a|O
1248|fungus|B-CAUSE-EFFECT
1248|that|O
1248|infects|O
1248|the|O
1248|hairs|O
1248|and|O
1248|causes|O
1248|them|O
1248|to|O
1248|break|O
1249|No|O
1249|material|B-PRODUCT-PRODUCER
1249|was|O
1249|prepared|O
1249|for|O
1249|the|O
1249|sessions|O
1249|so|O
1249|the|O
1249|three|O
1249|musicians|B-PRODUCT-PRODUCER
1249|improvised|O
1249|an|O
1249|album|O
1249|'s|O
1249|worth|O
1249|of|O
1249|material|B-PRODUCT-PRODUCER
1250|So|O
1250|while|O
1250|naked|O
1250|he|O
1250|stole|O
1250|a|O
1250|car|B-OTHER
1250|with|O
1250|children|B-OTHER
1250|inside|O
1250|dropped|O
1250|one|O
1250|out|O
1250|of|O
1250|the|O
1250|window|O
1250|and|O
1250|drove|O
1250|it|O
1250|through|O
1250|a|O
1250|fence|O
1251|Many|O
1251|shoulder|B-CAUSE-EFFECT
1251|problems|I-CAUSE-EFFECT
1251|are|O
1251|caused|O
1251|by|O
1251|the|O
1251|breakdown|B-CAUSE-EFFECT
1251|of|O
1251|soft|O
1251|tissues|O
1251|in|O
1251|the|O
1251|shoulder|B-CAUSE-EFFECT
1251|region|O
1252|They|O
1252|signed|O
1252|him|O
1252|up|O
1252|and|O
1252|sent|O
1252|him|O
1252|to|O
1252|Dakar|O
1252|to|O
1252|a|O
1252|regiment|B-MEMBER-COLLECTION
1252|of|O
1252|Senegalese|O
1252|infantrymen|B-MEMBER-COLLECTION
1252|that|O
1252|was|O
1252|leaving|O
1252|for|O
1252|Verdun|O
1252|in|O
1252|1917|O
1253|Bernanke|O
1253|is|O
1253|featured|O
1253|on|O
1253|the|O
1253|cover|B-COMPONENT-WHOLE
1253|of|O
1253|the|O
1253|magazine|B-COMPONENT-WHOLE
1253|that|O
1253|hits|O
1253|stores|O
1253|Friday|O
1254|Tulip|O
1254|mania|B-CAUSE-EFFECT
1254|in|O
1254|the|O
1254|1600s|O
1254|was|O
1254|caused|O
1254|by|O
1254|the|O
1254|massive|O
1254|influx|B-CAUSE-EFFECT
1254|of|O
1254|newly|O
1254|discovered|O
1254|Gold|O
1254|into|O
1254|Amsterdam|O
1254|from|O
1254|the|O
1254|new|O
1254|world|O
1254|:|O
1254|in|O
1254|particular|O
1254|the|O
1254|capture|O
1254|of|O
1254|the|O
1254|Spanish|O
1254|Treasury|O
1254|fleet|O
1255|Myth-making|B-MESSAGE-TOPIC
1255|is|O
1255|a|O
1255|major|O
1255|theme|O
1255|of|O
1255|the|O
1255|exhibition|B-MESSAGE-TOPIC
1255|as|O
1255|witnessed|O
1255|in|O
1255|the|O
1255|massive|O
1255|seven-piece|O
1255|sculpture|O
1256|The|O
1256|clock|B-COMPONENT-WHOLE
1256|has|O
1256|a|O
1256|LCD|O
1256|display|B-COMPONENT-WHOLE
1256|with|O
1256|the|O
1256|following|O
1256|fields|O
1256|:|O
1256|DayOfWeek|O
1256|Date|O
1256|X|O
1256|Time|O
1256|offset|O
1256|to|O
1256|utc|O
1257|The|O
1257|key|B-INSTRUMENT-AGENCY
1257|matches|O
1257|the|O
1257|private|O
1257|key|B-INSTRUMENT-AGENCY
1257|that|O
1257|the|O
1257|sender|B-INSTRUMENT-AGENCY
1257|used|O
1257|to|O
1257|encrypt|O
1257|it|O
1258|A|O
1258|polarized|O
1258|plug|B-COMPONENT-WHOLE
1258|has|O
1258|two|O
1258|blades|B-COMPONENT-WHOLE
1258|with|O
1258|one|O
1258|wider|O
1258|than|O
1258|the|O
1258|other|O
1259|So|O
1259|just|O
1259|to|O
1259|be|O
1259|clear|O
1259|Sir|O
1259|Gawain|O
1259|and|O
1259|the|O
1259|Green|O
1259|Knight|O
1259|as|O
1259|we|O
1259|have|O
1259|come|O
1259|to|O
1259|call|O
1259|it|O
1259|is|O
1259|an|O
1259|untitled|O
1259|poem|B-PRODUCT-PRODUCER
1259|written|O
1259|by|O
1259|an|O
1259|unknown|O
1259|author|B-PRODUCT-PRODUCER
1259|in|O
1259|about|O
1259|1400|O
1260|Currently|O
1260|there|O
1260|is|O
1260|no|O
1260|known|O
1260|cure|O
1260|for|O
1260|asbestos|O
1260|cancer|O
1260|but|O
1260|several|O
1260|mesothelioma|O
1260|treatment|O
1260|regimens|O
1260|have|O
1260|proven|O
1260|to|O
1260|be|O
1260|successful|O
1260|in|O
1260|helping|O
1260|the|O
1260|patient|O
1260|avoid|O
1260|pain|B-CAUSE-EFFECT
1260|and|O
1260|discomfort|O
1260|caused|O
1260|by|O
1260|the|O
1260|disease|B-CAUSE-EFFECT
1261|When|O
1261|I|O
1261|came|O
1261|the|O
1261|second|O
1261|group|B-CONTENT-CONTAINER
1261|of|O
1261|popcorn|O
1261|kernels|O
1261|was|O
1261|stored|O
1261|in|O
1261|the|O
1261|refrigerator|B-CONTENT-CONTAINER
1261|and|O
1261|the|O
1261|third|O
1261|group|B-CONTENT-CONTAINER
1261|was|O
1261|stored|O
1261|in|O
1261|the|O
1261|freezer|O
1262|Percentages|B-OTHER
1262|denote|O
1262|the|O
1262|interest|O
1262|rate|B-OTHER
1263|He|O
1263|easily|O
1263|put|O
1263|the|O
1263|syringe|B-ENTITY-DESTINATION
1263|in|O
1263|a|O
1263|beaker|B-ENTITY-DESTINATION
1263|of|O
1263|water|O
1264|Amazon|O
1264|put|O
1264|ads|B-ENTITY-DESTINATION
1264|into|O
1264|Kindle|O
1264|books|B-ENTITY-DESTINATION
1265|In|O
1265|autumn|O
1265|a|O
1265|gaggle|B-MEMBER-COLLECTION
1265|of|O
1265|tagged|O
1265|Canada|O
1265|geese|B-MEMBER-COLLECTION
1265|takes|O
1265|over|O
1265|the|O
1265|waterfront|O
1265|lawn|O
1265|and|O
1265|wild|O
1265|ducks|O
1265|land|O
1265|on|O
1265|the|O
1265|lake|O
1266|The|O
1266|president|B-OTHER
1266|increased|O
1266|the|O
1266|fleet|O
1266|by|O
1266|the|O
1266|construction|B-OTHER
1266|of|O
1266|one|O
1266|high-class|O
1266|cruiser|O
1267|In|O
1267|preparing|O
1267|this|O
1267|study|O
1267|the|O
1267|Pew|O
1267|Forum|O
1267|devised|O
1267|a|O
1267|battery|B-MEMBER-COLLECTION
1267|of|O
1267|measures|B-MEMBER-COLLECTION
1267|phrased|O
1267|as|O
1267|questions|O
1267|to|O
1267|gauge|O
1267|the|O
1267|levels|O
1267|of|O
1267|government|O
1267|and|O
1267|social|O
1267|restrictions|O
1267|on|O
1267|religion|O
1267|in|O
1267|each|O
1267|country|O
1268|Every|O
1268|couple|O
1268|of|O
1268|seconds|O
1268|the|O
1268|flame|O
1268|flares|O
1268|up|O
1268|and|O
1268|sometimes|O
1268|a|O
1268|small|O
1268|fireball|O
1268|detaches|O
1268|itself|O
1268|float|O
1268|to|O
1268|the|O
1268|ceiling|B-COMPONENT-WHOLE
1268|of|O
1268|the|O
1268|oven|B-COMPONENT-WHOLE
1269|This|O
1269|film|O
1269|was|O
1269|taken|O
1269|by|O
1269|B-17|O
1269|flight|O
1269|personnel|O
1269|during|O
1269|World|O
1269|War|O
1269|Two|O
1269|as|O
1269|the|O
1269|two|O
1269|German|O
1269|saucers|O
1269|attacked|O
1269|a|O
1269|squadron|B-MEMBER-COLLECTION
1269|of|O
1269|bombers|B-MEMBER-COLLECTION
1270|Each|O
1270|wolf|B-MEMBER-COLLECTION
1270|in|O
1270|his|O
1270|pack|B-MEMBER-COLLECTION
1270|plays|O
1270|a|O
1270|character|O
1270|befitting|O
1270|his|O
1270|social|O
1270|status|O
1271|The|O
1271|players|B-INSTRUMENT-AGENCY
1271|flew|O
1271|to|O
1271|Lexington|O
1271|on|O
1271|a|O
1271|plane|B-INSTRUMENT-AGENCY
1271|separate|O
1271|from|O
1271|the|O
1271|team|O
1272|The|O
1272|patient|O
1272|experiences|O
1272|displaced|O
1272|emotional|O
1272|and|O
1272|financial|O
1272|deprivation|B-CAUSE-EFFECT
1272|as|O
1272|well|O
1272|as|O
1272|anger|O
1272|after|O
1272|the|O
1272|divorce|B-CAUSE-EFFECT
1273|Now|O
1273|we|O
1273|are|O
1273|beginning|O
1273|to|O
1273|understand|O
1273|how|O
1273|the|O
1273|brain|B-OTHER
1273|works|O
1273|using|O
1273|brain-machine|O
1273|interface|O
1273|technology|B-OTHER
1274|Regulations|O
1274|limit|O
1274|the|O
1274|use|O
1274|of|O
1274|RFID|O
1274|technology|B-OTHER
1274|for|O
1274|human|O
1274|tracking|B-OTHER
1275|I|O
1275|was|O
1275|a|O
1275|little|O
1275|worried|O
1275|about|O
1275|making|O
1275|an|O
1275|ascent|B-OTHER
1275|of|O
1275|the|O
1275|crux|O
1275|with|O
1275|a|O
1275|backpack|B-OTHER
1276|Kidd|O
1276|passed|O
1276|Jackson|O
1276|on|O
1276|the|O
1276|career|O
1276|assists|B-MESSAGE-TOPIC
1276|list|B-MESSAGE-TOPIC
1276|with|O
1276|an|O
1276|alley-oop|O
1276|pass|O
1276|to|O
1276|Rodrigue|O
1276|Beaubois|O
1276|with|O
1276|10:53|O
1276|left|O
1276|in|O
1276|the|O
1276|third|O
1276|quarter|O
1277|The|O
1277|body|B-CONTENT-CONTAINER
1277|of|O
1277|a|O
1277|missing|O
1277|Fort|O
1277|Benning|O
1277|soldier|O
1277|was|O
1277|discovered|O
1277|inside|O
1277|a|O
1277|piece|O
1277|of|O
1277|air|O
1277|conditioning|O
1277|equipment|B-CONTENT-CONTAINER
1277|Friday|O
1277|at|O
1277|a|O
1277|downtown|O
1277|hotel|O
1278|The|O
1278|rest|B-ENTITY-ORIGIN
1278|was|O
1278|funded|O
1278|from|O
1278|her|O
1278|small|O
1278|family|O
1278|savings|B-ENTITY-ORIGIN
1279|The|O
1279|end|O
1279|of|O
1279|the|O
1279|rod|B-COMPONENT-WHOLE
1279|of|O
1279|the|O
1279|mute|O
1279|'s|O
1279|spindle|B-COMPONENT-WHOLE
1279|outside|O
1279|the|O
1279|bassoon|O
1279|is|O
1279|bent|O
1279|through|O
1279|an|O
1279|angle|O
1279|of|O
1279|90|O
1279|degrees|O
1279|where|O
1279|the|O
1279|communicator-gearing|O
1279|leads|O
1279|up|O
1279|to|O
1279|it|O
1280|Implementation|B-OTHER
1280|of|O
1280|this|O
1280|proposal|O
1280|is|O
1280|being|O
1280|discussed|O
1280|at|O
1280|the|O
1280|state|O
1280|level|B-OTHER
1281|When|O
1281|approaching|O
1281|the|O
1281|Observatory|O
1281|they|O
1281|unlock|O
1281|the|O
1281|padlock|B-COMPONENT-WHOLE
1281|on|O
1281|the|O
1281|gate|B-COMPONENT-WHOLE
1281|of|O
1281|the|O
1281|security|O
1281|fence|O
1281|and|O
1281|entered|O
1281|the|O
1281|Observatory|O
1281|grounds|O
1281|and|O
1281|relock|O
1281|the|O
1281|gate|B-COMPONENT-WHOLE
1282|This|O
1282|is|O
1282|based|O
1282|on|O
1282|the|O
1282|notion|O
1282|that|O
1282|a|O
1282|human|O
1282|is|O
1282|basically|O
1282|a|O
1282|purpose|B-OTHER
1282|driven|O
1282|animal|B-OTHER
1283|This|O
1283|orange|O
1283|marigold|O
1283|was|O
1283|the|O
1283|flower|B-INSTRUMENT-AGENCY
1283|that|O
1283|people|B-INSTRUMENT-AGENCY
1283|used|O
1283|to|O
1283|remember|O
1283|their|O
1283|dead|O
1283|by|O
1284|He|O
1284|stuffed|O
1284|the|O
1284|letter|B-ENTITY-DESTINATION
1284|into|O
1284|an|O
1284|empty|O
1284|lemonade|O
1284|bottle|B-ENTITY-DESTINATION
1284|corked|O
1284|it|O
1284|tossed|O
1284|it|O
1284|overboard|O
1284|and|O
1284|forgot|O
1285|A|O
1285|huddle|B-MEMBER-COLLECTION
1285|of|O
1285|photographers|B-MEMBER-COLLECTION
1285|was|O
1285|waiting|O
1285|outside|O
1285|the|O
1285|courtroom|O
1286|In|O
1286|addition|O
1286|the|O
1286|CPU|O
1286|bus|B-COMPONENT-WHOLE
1286|of|O
1286|the|O
1286|non-safety|O
1286|controller|B-COMPONENT-WHOLE
1286|is|O
1286|connected|O
1286|to|O
1286|each|O
1286|safety|O
1286|unit|O
1286|of|O
1286|the|O
1286|safety|O
1286|controller|B-COMPONENT-WHOLE
1287|Students|B-PRODUCT-PRODUCER
1287|and|O
1287|local|O
1287|residents|O
1287|have|O
1287|worked|O
1287|together|O
1287|to|O
1287|produce|O
1287|10000|O
1287|bricks|B-PRODUCT-PRODUCER
1287|and|O
1287|the|O
1287|mason|O
1287|has|O
1287|completed|O
1287|most|O
1287|of|O
1287|the|O
1287|work|O
1287|on|O
1287|the|O
1287|first|O
1287|guest|O
1287|house|O
1288|This|O
1288|is|O
1288|supplemented|O
1288|by|O
1288|columns|B-MESSAGE-TOPIC
1288|and|O
1288|articles|O
1288|reflecting|O
1288|on|O
1288|fantasy|O
1288|literature|O
1288|'s|O
1288|past|B-MESSAGE-TOPIC
1288|as|O
1288|well|O
1288|as|O
1288|the|O
1288|occasional|O
1288|interview|O
1289|The|O
1289|charger|B-CONTENT-CONTAINER
1289|was|O
1289|in|O
1289|a|O
1289|suitcase|B-CONTENT-CONTAINER
1289|that|O
1289|was|O
1289|lost|O
1289|by|O
1289|the|O
1289|airline|O
1290|We|O
1290|have|O
1290|dumped|O
1290|the|O
1290|spam|B-ENTITY-DESTINATION
1290|into|O
1290|the|O
1290|junk|B-ENTITY-DESTINATION
1290|folder|I-ENTITY-DESTINATION
1291|The|O
1291|violinist|B-INSTRUMENT-AGENCY
1291|produces|O
1291|sound|O
1291|by|O
1291|drawing|O
1291|a|O
1291|bow|B-INSTRUMENT-AGENCY
1291|across|O
1291|one|O
1291|or|O
1291|more|O
1291|strings|O
1291|which|O
1291|may|O
1291|be|O
1291|stopped|O
1291|by|O
1291|the|O
1291|fingers|O
1291|of|O
1291|the|O
1291|other|O
1291|hand|O
1292|Smoke|B-CAUSE-EFFECT
1292|is|O
1292|one|O
1292|of|O
1292|the|O
1292|leading|O
1292|causes|O
1292|of|O
1292|kidney|B-CAUSE-EFFECT
1292|failures|I-CAUSE-EFFECT
1293|All|O
1293|of|O
1293|the|O
1293|data|B-CONTENT-CONTAINER
1293|is|O
1293|stored|O
1293|in|O
1293|a|O
1293|Microsoft|O
1293|Access|O
1293|database|B-CONTENT-CONTAINER
1294|These|O
1294|companies|O
1294|have|O
1294|delivered|O
1294|new|O
1294|products|B-ENTITY-DESTINATION
1294|or|O
1294|service|O
1294|to|O
1294|their|O
1294|clients|B-ENTITY-DESTINATION
1295|Germs|B-CAUSE-EFFECT
1295|are|O
1295|microscopic|O
1295|organisms|O
1295|that|O
1295|cause|O
1295|sickness|O
1295|or|O
1295|disease|B-CAUSE-EFFECT
1296|The|O
1296|current|O
1296|debate|B-MESSAGE-TOPIC
1296|swirling|O
1296|around|O
1296|Leather|O
1296|'s|O
1296|comments|B-MESSAGE-TOPIC
1296|seems|O
1296|to|O
1296|suggest|O
1296|both|O
1297|I|O
1297|have|O
1297|just|O
1297|bought|O
1297|a|O
1297|silver|B-OTHER
1297|necklace|B-OTHER
1297|from|O
1297|a|O
1297|lady|O
1297|who|O
1297|makes|O
1297|her|O
1297|own|O
1297|jewellery|O
1297|with|O
1297|the|O
1297|fingerprints|O
1297|of|O
1297|my|O
1297|children|O
1297|on|O
1297|it|O
1298|These|O
1298|breakdown|O
1298|products|O
1298|are|O
1298|not|O
1298|only|O
1298|losses|O
1298|of|O
1298|sucrose|O
1298|but|O
1298|also|O
1298|have|O
1298|knock-on|O
1298|effects|O
1298|reducing|O
1298|the|O
1298|final|O
1298|output|O
1298|of|O
1298|processed|O
1298|sugar|B-PRODUCT-PRODUCER
1298|from|O
1298|the|O
1298|factory|B-PRODUCT-PRODUCER
1299|The|O
1299|flour|B-CONTENT-CONTAINER
1299|was|O
1299|in|O
1299|a|O
1299|bin|B-CONTENT-CONTAINER
1299|about|O
1299|six|O
1299|feet|O
1299|square|O
1299|by|O
1299|four|O
1299|feet|O
1299|high|O
1299|and|O
1299|only|O
1299|a|O
1299|small|O
1299|round|O
1299|hole|O
1299|at|O
1299|the|O
1299|top|O
1300|The|O
1300|Earth|O
1300|'s|O
1300|thin|O
1300|rocky|O
1300|crust|B-OTHER
1300|is|O
1300|composed|O
1300|of|O
1300|silicon|B-OTHER
1300|aluminum|O
1300|calcium|O
1300|sodium|O
1300|and|O
1300|potassium|O
1301|The|O
1301|sows|B-ENTITY-DESTINATION
1301|were|O
1301|moved|O
1301|into|O
1301|isolated|O
1301|farrowing|O
1301|houses|B-ENTITY-DESTINATION
1301|at|O
1301|least|O
1301|5|O
1301|days|O
1301|before|O
1301|farrowing|O
1302|MFX|O
1302|colours|O
1302|are|O
1302|implemented|O
1302|at|O
1302|the|O
1302|design|O
1302|stage|O
1302|where|O
1302|the|O
1302|designer|B-INSTRUMENT-AGENCY
1302|creates|O
1302|artwork|O
1302|using|O
1302|the|O
1302|MetalFX|O
1302|colour|O
